Movie_Name,Week_Number,Genre_ Drama,Genre_Action,Genre_Adventure,Genre_Animation,Genre_Biography,Genre_Comedy,Genre_Crime,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_History,Genre_Horror,Genre_Music,Genre_Musical,Genre_Mystery,Genre_Romance,Genre_Sci-Fi,Genre_Sport,Genre_Thriller,Genre_War,Genre_Western
Hands of Stone,-30.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hanna,-30.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Happy Feet,-30.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hardcore Henry,-30.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Harry Potter and the Deathly Hallows: Part 1,-30.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Harry Potter and the Deathly Hallows: Part 2,-30.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Harry Potter and the Half-Blood Prince,-30.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Harry Potter and the Order of the Phoenix,-30.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
He's Just Not That Into You,-30.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Hell or High Water,-30.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Hellboy II: The Golden Army,-30.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Her,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
Hercules,-30.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hidden Figures,-30.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
High-Rise,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Home,-30.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Horns,-30.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Horrible Bosses,-30.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Horrible Bosses 2,-30.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hostel: Part II,-30.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hot Fuzz,-30.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Hotel Transylvania 2,-30.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
How to Be Single,-30.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
How to Train Your Dragon,-30.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How to Train Your Dragon 2,-30.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hugo,-30.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Hunger,-30.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hunt for the Wilderpeople,-30.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I Am Legend,-30.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
I Am Number Four,-30.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
I Origins,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
I Spit on Your Grave,-30.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"I, Daniel Blake",-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I.T.,-30.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Ice Age: Collision Course,-30.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idiocracy,-30.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
If I Stay,-30.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
Immortals,-30.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
In Bruges,-30.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
In Time,-30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
In the Heart of the Sea,-30.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Incendies,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
Inception,-30.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Independence Day: Resurgence ,-30.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Indiana Jones and the Kingdom of the Crystal Skull,-30.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Indignation,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Inferno,-30.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inglourious Basterds,-30.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Inherent Vice,-30.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Inland Empire,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Inside Man,-30.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Inside Out,-30.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Insidious,-30.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Interstellar ,-30.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Into the Forest,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Into the Wild,-30.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Into the Woods,-30.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Iron Man,-30.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Iron Man 2,-30.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Iron Man 3,-30.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
It Follows,-30.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Jack Reacher,-30.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jack Reacher: Never Go Back,-30.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Ryan: Shadow Recruit,-30.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Jackie,-30.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Jane Eyre,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Jason Bourne,-30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Jennifer's Body,-30.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
John Carter,-30.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
John Wick,-30.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Joy,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jumper,-30.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Juno,-30.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jupiter Ascending,-30.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jurassic World,-30.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Just Go With It,-30.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Keanu,-30.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keeping Up with the Joneses,-30.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kick-Ass,-30.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kick-Ass 2,-30.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kicks,-30.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
King Cobra,-30.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kingsman: The Secret Service,-30.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Knight of Cups,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Knock Knock,-30.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Knocked Up,-30.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kubo and the Two Strings,-30.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kung Fu Panda,-30.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kung Fu Panda 3,-30.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La La Land,-30.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Lady Macbeth,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lady in the Water,-30.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
Law Abiding Citizen,-30.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Lawless,-30.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Legend,-30.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Legion,-30.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Les Miserables,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Let Me In,-30.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Let's Be Cops,-30.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Life as We Know It,-30.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Life of Pi,-30.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Lights Out,-30.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Limitless,-30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Lincoln,-30.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Lion,-30.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Miss Sunshine,-30.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Live By Night,-30.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Live Free or Die Hard,-30.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Locke,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
London Has Fallen,-30.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lone Survivor,-30.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Looper,-30.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Love,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Love & Friendship,-30.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Love and Other Drugs,-30.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"Love, Rosie",-30.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lovesong,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Loving,-30.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Lowriders,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucky Number Slevin,-30.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Lucy,-30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Macbeth,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Mad Max: Fury Road,-30.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Magic Mike,-30.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Magic Mike XXL,-30.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Maleficent,-30.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mama,-30.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Mamma Mia!,-30.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Man of Steel,-30.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Man on a Ledge,-30.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Manchester by the Sea,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Marie Antoinette,-30.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Masterminds,-30.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max,-30.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Max Steel,-30.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Maze Runner: The Scorch Trials,-30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Me Before You,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Me and Earl and the Dying Girl,-30.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mechanic: Resurrection,-30.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Megamind,-30.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melancholia,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Midnight Meat Train,-30.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Midnight Special,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
Midnight in Paris,-30.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Mike and Dave Need Wedding Dates,-30.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Minions,-30.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miracles from Heaven,-30.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Miss Peregrine's Home for Peculiar Children,-30.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Miss Sloane,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Mission: Impossible - Ghost Protocol,-30.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mission: Impossible - Rogue Nation,-30.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mission: Impossible III,-30.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Moana,-30.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mommy,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Money Monster,-30.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Moneyball,-30.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Monster Trucks,-30.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monsters University,-30.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moon,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
Moonlight,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Moonrise Kingdom,-30.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Morgan,-30.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
Mother's Day,-30.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 43,-30.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mr. Brooks,-30.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Mr. Church,-30.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mr. Nobody,-30.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Mr. Right,-30.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
My Big Fat Greek Wedding 2,-30.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Need for Speed,-30.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Neighbors,-30.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neighbors 2: Sorority Rising,-30.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nerve,-30.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Never Back Down,-30.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Night at the Museum: Secret of the Tomb,-30.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nightcrawler,-30.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Nine Lives,-30.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
No Country for Old Men,-30.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
No Escape,-30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
No Strings Attached,-30.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Noah,-30.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nocturnal Animals,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Norman: The Moderate Rise and Tragic Fall of a New York Fixer,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Notorious,-30.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Now You See Me,-30.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Now You See Me 2,-30.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nymphomaniac: Vol. II,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nymphomaniac: Volume I,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Oblivion,-30.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ocean's Thirteen,-30.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Oculus,-30.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Office Christmas Party,-30.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olympus Has Fallen,-30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
One Day,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Orphan,-30.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Ouija: Origin of Evil,-30.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Out of the Furnace,-30.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Oz The Great and Powerful,-30.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
P.S. I Love You,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Pacific Rim,-30.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pain and Gain,-30.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pan,-30.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Pan's Labyrinth,-30.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
Pandorum,-30.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Paper Towns,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
Passengers,-30.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Paterson,-30.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Patriots Day,-30.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
Paul,-30.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Percy Jackson & The Olympians: The Lightning Thief,-30.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Percy Jackson: Sea of Monsters,-30.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Perfume: The Story of a Murderer,-30.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Personal Shopper,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Pet,-30.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Pete's Dragon,-30.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Pineapple Express,-30.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piranha 3D,-30.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Pirates of the Caribbean: At World's End,-30.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pirates of the Caribbean: Dead Man's Chest,-30.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pirates of the Caribbean: On Stranger Tides,-30.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pitch Perfect,-30.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Pitch Perfect 2,-30.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Pixels,-30.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Point Break,-30.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Pompeii,-30.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Popstar: Never Stop Never Stopping,-30.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Precious,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Predators,-30.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Predestination,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
Pride and Prejudice and Zombies,-30.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Prince of Persia: The Sands of Time,-30.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Prisoners,-30.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Project X,-30.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prometheus,-30.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Public Enemies,-30.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Quantum of Solace,-30.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Queen of Katwe,-30.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
RED,-30.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rambo,-30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Ratatouille,-30.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Real Steel,-30.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Red Dawn,-30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Regression,-30.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Remember Me,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Rescue Dawn,-30.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Resident Evil: Afterlife,-30.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Resident Evil: Retribution,-30.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Resident Evil: The Final Chapter,-30.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
