Movie_Name,Date,Weekly_Gross,Percentage_Change,Avg,Gross_to_Date,Week_Number
La La Land,16-Dec,6642545,4.36,33213,7882711,2
La La Land,23-Dec,16832488,1.53,22716,24715199,3
La La Land,30-Dec,16941388,0.01,22589,41656587,4
La La Land,6-Jan,17924982,0.06,11832,59581569,5
La La Land,13-Jan,21748928,0.21,11769,81330497,6
La La Land,20-Jan,13128875,-0.4,7040,94459372,7
La La Land,27-Jan,16397552,0.25,5229,110856924,8
La La Land,3-Feb,10153421,-0.38,3138,121010345,9
La La Land,10-Feb,7993721,-0.21,3871,129004066,10
La La Land,17-Feb,7255999,-0.09,4572,136260065,11
La La Land,24-Feb,6449297,-0.11,3721,142709362,12
La La Land,3-Mar,3966227,-0.39,2811,146675589,13
La La Land,10-Mar,2558595,-0.36,1621,149234184,14
La La Land,17-Mar,799503,-0.69,1367,150033687,15
La La Land,24-Mar,292904,-0.63,1382,150326591,16
La La Land,31-Mar,197465,-0.33,1381,150524056,17
La La Land,7-Apr,256782,0.3,1146,150780838,18
La La Land,14-Apr,178692,-0.3,816,150959530,19
La La Land,21-Apr,142273,-0.2,961,151101803,20
The Lost City of Z ,14-Apr,149413,-,37353,149413,1
The Lost City of Z ,21-Apr,2957073,18.79,4816,3106446,2
The Lost City of Z ,28-Apr,2489707,-0.16,2875,5596193,3
The Lost City of Z ,5-May,1487034,-0.4,1825,7083217,4
The Lost City of Z ,12-May,724638,-0.51,1458,7807866,5
The Lost City of Z ,19-May,304682,-0.58,1404,8112547,6
The Lost City of Z ,26-May,213772,-0.3,1767,8326319,7
The Lost City of Z ,2-Jun,77286,-0.64,639,8403655,8
The Lost City of Z ,9-Jun,44376,-0.43,367,8447981,9
The Lost City of Z ,16-Jun,22426,-0.5,1725,8470407,10
The Lost City of Z ,23-Jun,15850,-0.29,1585,8486257,11
The Lost City of Z ,30-Jun,50081,2.16,1002,8536338,12
The Lost City of Z ,7-Jul,30112,-0.4,792,8566450,13
The Lost City of Z ,14-Jul,13669,-0.55,683,8580119,14
Passengers,16-Dec,7325201,-,2106,7325201,0
Passengers,23-Dec,37778412,4.16,10862,45103613,1
Passengers,30-Dec,26989430,-0.29,7760,72093043,2
Passengers,6-Jan,12286688,-0.55,3614,84379731,3
Passengers,13-Jan,7853457,-0.36,3209,92233188,4
Passengers,20-Jan,3058029,-0.61,1965,95291217,5
Passengers,27-Jan,1239653,-0.6,1983,96530870,6
Passengers,3-Feb,1219695,-0.02,1105,97750565,7
Passengers,10-Feb,371175,-0.7,1726,98121740,8
Passengers,17-Feb,587668,0.58,893,98709408,9
Passengers,24-Feb,351340,-0.4,1224,99060748,10
Passengers,3-Mar,184456,-0.48,1054,99245204,11
Passengers,10-Mar,163307,-0.12,949,99408511,12
Passengers,17-Mar,80709,-0.51,897,99489220,13
Passengers,24-Mar,421316,4.22,833,99910536,14
Passengers,31-Mar,57489,-0.86,1009,99968025,15
Passengers,7-Apr,40540,-0.3,1267,100008565,16
Passengers,14-Apr,6134,-0.85,1534,100014699,17
Fantastic Beasts and Where To Find Them,18-Nov,110927553,-,26768,110927553,1
Fantastic Beasts and Where To Find Them,25-Nov,54034850,-0.51,13039,164962403,2
Fantastic Beasts and Where To Find Them,2-Dec,23563500,-0.56,5909,188525903,3
Fantastic Beasts and Where To Find Them,9-Dec,14125192,-0.4,3896,202651095,4
Fantastic Beasts and Where To Find Them,16-Dec,8654156,-0.39,4402,211305251,5
Fantastic Beasts and Where To Find Them,23-Dec,8709543,0.01,4430,220014794,6
Fantastic Beasts and Where To Find Them,30-Dec,7241779,-0.17,3931,227256573,7
Fantastic Beasts and Where To Find Them,6-Jan,2614752,-0.64,2201,229871325,8
Fantastic Beasts and Where To Find Them,13-Jan,1406667,-0.46,2802,231277992,9
Fantastic Beasts and Where To Find Them,20-Jan,575230,-0.59,1905,231853222,10
Fantastic Beasts and Where To Find Them,27-Jan,375297,-0.35,1625,232228519,11
Fantastic Beasts and Where To Find Them,3-Feb,224052,-0.4,1342,232452571,12
Fantastic Beasts and Where To Find Them,10-Feb,475167,1.12,1715,232927738,13
Fantastic Beasts and Where To Find Them,17-Feb,403839,-0.15,1718,233331577,14
Fantastic Beasts and Where To Find Them,24-Feb,220018,-0.46,1048,233551595,15
Fantastic Beasts and Where To Find Them,3-Mar,166964,-0.24,870,233718559,16
Fantastic Beasts and Where To Find Them,10-Mar,150382,-0.1,800,233868941,17
Fantastic Beasts and Where To Find Them,17-Mar,116932,-0.22,764,233985873,18
Fantastic Beasts and Where To Find Them,24-Mar,51702,-0.56,588,234037575,19
Hidden Figures,23-Dec,1466395,-,58656,1466395,1
Hidden Figures,30-Dec,1487783,0.02,59511,2954178,2
Hidden Figures,6-Jan,31428922,20.13,12719,34383100,3
Hidden Figures,13-Jan,33605651,0.07,10227,67988751,4
Hidden Figures,20-Jan,22032943,-0.34,6450,90021694,5
Hidden Figures,27-Jan,19280401,-0.13,5754,109302095,6
Hidden Figures,3-Feb,14150155,-0.27,4161,123452250,7
Hidden Figures,10-Feb,12039580,-0.15,4514,135491830,8
Hidden Figures,17-Feb,11448974,-0.05,5164,146940804,9
Hidden Figures,24-Feb,7999635,-0.3,3956,154940439,10
Hidden Figures,3-Mar,5159747,-0.36,3262,160100186,11
Hidden Figures,10-Mar,3958883,-0.23,2786,164059069,12
Hidden Figures,17-Mar,2202803,-0.44,1896,166261872,13
Hidden Figures,24-Mar,1128801,-0.49,1764,167390673,14
Hidden Figures,31-Mar,620391,-0.45,1762,168011064,15
Hidden Figures,7-Apr,391433,-0.37,1359,168402497,16
Hidden Figures,14-Apr,245017,-0.37,1263,168647514,17
Hidden Figures,21-Apr,258099,0.05,1613,168905613,18
Hidden Figures,28-Apr,121069,-0.53,976,169026682,19
Hidden Figures,5-May,92449,-0.24,818,169119131,20
Hidden Figures,12-May,99740,0.08,968,169218871,21
Hidden Figures,19-May,75959,-0.24,938,169294830,22
Hidden Figures,26-May,28983,-0.62,999,169323813,23
Hidden Figures,2-Jun,13839,-0.52,1065,169337652,24
Hidden Figures,9-Jun,2922,-0.79,584,169340574,25
Hidden Figures,16-Jun,3365,0.15,673,169343939,26
Hidden Figures,23-Jun,2833,-0.16,567,169346772,27
Hidden Figures,30-Jun,6469,1.28,308,169353241,28
Hidden Figures,7-Jul,10282,0.59,571,169363523,29
Hidden Figures,14-Jul,9120,-0.11,536,169372643,30
Hidden Figures,21-Jul,1340,-0.85,268,169373983,31
Hidden Figures,28-Jul,712,-0.47,237,169374695,32
Hidden Figures,4-Aug,553,-0.22,184,169375247,33
Hidden Figures,11-Aug,3198,4.78,1599,169378446,34
Hidden Figures,18-Aug,250,-0.92,250,169378696,35
Hidden Figures,25-Aug,350,0.4,350,169379046,36
Hidden Figures,8-Sep,1765,,883,169380811,38
Hidden Figures,15-Sep,125,-0.93,125,169380936,39
Hidden Figures,22-Sep,4250,33,4250,169385186,40
Hidden Figures,29-Sep,536,-0.87,536,169385722,41
Hidden Figures,6-Oct,1282,1.39,1282,169387004,42
Hidden Figures,3-Nov,220283,,-,169607287,46
Rogue One: A Star Wars Story,16-Dec,221999674,-,53404,221999674,1
Rogue One: A Star Wars Story,23-Dec,153379031,-0.31,36897,375378705,2
Rogue One: A Star Wars Story,30-Dec,79922649,-0.48,19226,455301354,3
Rogue One: A Star Wars Story,6-Jan,29790380,-0.63,7166,485091734,4
Rogue One: A Star Wars Story,13-Jan,20073829,-0.33,6348,505165563,5
Rogue One: A Star Wars Story,20-Jan,9760010,-0.51,3750,514925573,6
Rogue One: A Star Wars Story,27-Jan,6783939,-0.31,3311,521709512,7
Rogue One: A Star Wars Story,3-Feb,3957456,-0.42,2453,525666968,8
Rogue One: A Star Wars Story,10-Feb,2144500,-0.46,2308,527811468,9
Rogue One: A Star Wars Story,17-Feb,1209076,-0.44,2779,529020544,10
Rogue One: A Star Wars Story,24-Feb,584248,-0.52,2057,529604792,11
Rogue One: A Star Wars Story,3-Mar,303608,-0.48,1840,529908400,12
Rogue One: A Star Wars Story,10-Mar,337132,0.11,2031,530245532,13
Rogue One: A Star Wars Story,17-Mar,621967,0.85,3475,530867499,14
Rogue One: A Star Wars Story,24-Mar,604997,-0.03,2266,531472496,15
Rogue One: A Star Wars Story,31-Mar,332379,-0.45,1484,531804875,16
Rogue One: A Star Wars Story,7-Apr,198072,-0.4,1119,532002947,17
Rogue One: A Star Wars Story,14-Apr,88962,-0.55,735,532091909,18
Rogue One: A Star Wars Story,21-Apr,50995,-0.43,718,532142904,19
Rogue One: A Star Wars Story,28-Apr,34420,-0.33,800,532177324,20
Moana,18-Nov,25448873,-,6567,25448873,0
Moana,25-Nov,66066457,1.6,17049,91515330,1
Moana,2-Dec,34651263,-0.48,8942,126166593,2
Moana,9-Dec,24028152,-0.31,6201,150194745,3
Moana,16-Dec,22837446,-0.05,7480,173032191,4
Moana,23-Dec,26026848,0.14,9686,199059039,5
Moana,30-Dec,19922143,-0.24,7179,218981182,6
Moana,6-Jan,8324943,-0.58,3266,227306125,7
Moana,13-Jan,6968577,-0.16,3773,234274702,8
Moana,20-Jan,3415894,-0.51,2636,237690596,9
Moana,27-Jan,3068919,-0.1,1620,240759515,10
Moana,3-Feb,1695351,-0.45,2002,242454866,11
Moana,10-Feb,1000096,-0.41,2169,243454962,12
Moana,17-Feb,1744960,0.75,4115,245199922,13
Moana,24-Feb,1052480,-0.4,2784,246252402,14
Moana,3-Mar,803830,-0.24,2504,247056232,15
Moana,10-Mar,645466,-0.2,2339,247701698,16
Moana,17-Mar,457657,-0.29,1734,248159355,17
Moana,24-Mar,288422,-0.37,1360,248447777,18
Moana,31-Mar,154507,-0.46,883,248602284,19
Moana,7-Apr,86830,-0.44,724,248689114,20
Moana,14-Apr,45207,-0.48,695,248734321,21
Moana,21-Apr,22723,-0.5,614,248757044,22
Colossal,7-Apr,153475,-,38369,153475,1
Colossal,14-Apr,619630,3.04,6323,773104,2
Colossal,21-Apr,796480,0.29,3556,1569585,3
Colossal,28-Apr,730842,-0.08,2235,2300427,4
Colossal,5-May,303556,-0.59,1214,2603983,5
Colossal,12-May,186329,-0.39,1129,2790312,6
Colossal,19-May,112570,-0.4,1072,2902882,7
Colossal,26-May,61496,-0.45,1183,2964378,8
Colossal,2-Jun,33207,-0.46,627,2997585,9
Colossal,9-Jun,20236,-0.39,632,3017821,10
Colossal,16-Jun,5174,-0.74,323,3022995,11
Colossal,23-Jun,2308,-0.55,330,3025303,12
Colossal,30-Jun,2563,0.11,641,3027866,13
Colossal,7-Jul,1421,-0.45,711,3029287,14
The Secret Life of Pets,8-Jul,152587865,-,34917,152587865,1
The Secret Life of Pets,15-Jul,78790880,-0.48,19474,231378745,2
The Secret Life of Pets,22-Jul,46589000,-0.41,11509,277967745,3
The Secret Life of Pets,29-Jul,30051035,-0.36,8173,308018780,4
The Secret Life of Pets,5-Aug,19083295,-0.37,5585,327102075,5
The Secret Life of Pets,12-Aug,13849955,-0.27,4682,340952030,6
The Secret Life of Pets,19-Aug,8508975,-0.39,3540,349461005,7
The Secret Life of Pets,26-Aug,5546485,-0.35,2653,355007490,8
The Secret Life of Pets,2-Sep,5290285,-0.05,2557,360297775,9
The Secret Life of Pets,9-Sep,1858585,-0.65,1318,362156360,10
The Secret Life of Pets,16-Sep,1482340,-0.2,1475,363638700,11
The Secret Life of Pets,23-Sep,847500,-0.43,1135,364486200,12
The Secret Life of Pets,30-Sep,562735,-0.34,1218,365048935,13
The Secret Life of Pets,7-Oct,483020,-0.14,1425,365531955,14
The Secret Life of Pets,14-Oct,351175,-0.27,1272,365883130,15
The Secret Life of Pets,21-Oct,368905,0.05,1341,366252035,16
The Secret Life of Pets,28-Oct,284735,-0.23,1162,366536770,17
The Secret Life of Pets,4-Nov,362855,0.27,1531,366899625,18
The Secret Life of Pets,11-Nov,373355,0.03,1689,367272980,19
The Secret Life of Pets,18-Nov,375270,0.01,1867,367648250,20
The Secret Life of Pets,25-Nov,258775,-0.31,1238,367907025,21
The Secret Life of Pets,2-Dec,148595,-0.43,786,368055620,22
The Secret Life of Pets,9-Dec,111160,-0.25,607,368166780,23
The Secret Life of Pets,16-Dec,109755,-0.01,665,368276535,24
The Secret Life of Pets,23-Dec,107795,-0.02,1007,368384330,25
Hacksaw Ridge,4-Nov,21489321,-,7446,21489321,1
Hacksaw Ridge,11-Nov,14614971,-0.32,4919,36104292,2
Hacksaw Ridge,18-Nov,10610558,-0.27,4388,46714850,3
Hacksaw Ridge,25-Nov,7150106,-0.33,3066,53864956,4
Hacksaw Ridge,2-Dec,4697492,-0.34,1884,58562448,5
Hacksaw Ridge,9-Dec,3335656,-0.29,1465,61898104,6
Hacksaw Ridge,16-Dec,1474772,-0.56,2711,63372876,7
Hacksaw Ridge,23-Dec,835969,-0.43,1953,64208845,8
Hacksaw Ridge,30-Dec,678500,-0.19,1928,64887345,9
Hacksaw Ridge,6-Jan,315138,-0.54,1420,65202483,10
Hacksaw Ridge,13-Jan,208955,-0.34,1215,65411438,11
Hacksaw Ridge,20-Jan,121891,-0.42,975,65533329,12
Hacksaw Ridge,27-Jan,583034,3.78,1161,66116363,13
Hacksaw Ridge,3-Feb,353801,-0.39,1116,66470164,14
Hacksaw Ridge,10-Feb,148539,-0.58,1170,66618703,15
Hacksaw Ridge,17-Feb,261179,0.76,3002,66879882,16
Hacksaw Ridge,24-Feb,77893,-0.7,1298,66957775,17
Hacksaw Ridge,3-Mar,251840,2.23,2354,67209615,18
Jason Bourne,29-Jul,80706020,-,20046,80706020,1
Jason Bourne,5-Aug,32456325,-0.6,9210,113162345,2
Jason Bourne,12-Aug,19740940,-0.39,5596,132903285,3
Jason Bourne,19-Aug,11223950,-0.43,3888,144127235,4
Jason Bourne,26-Aug,7043420,-0.37,2881,151170655,5
Jason Bourne,2-Sep,5810635,-0.18,2941,156981290,6
Jason Bourne,9-Sep,2328625,-0.6,1542,159309915,7
Jason Bourne,16-Sep,1464625,-0.37,1453,160774540,8
Jason Bourne,23-Sep,715960,-0.51,1149,161490500,9
Jason Bourne,30-Sep,294095,-0.59,934,161784595,10
Jason Bourne,7-Oct,187810,-0.36,1010,161972405,11
Jason Bourne,14-Oct,116090,-0.38,886,162088495,12
Jason Bourne,21-Oct,104425,-0.1,870,162192920,13
Jason Bourne,28-Oct,84790,-0.19,815,162277710,14
Jason Bourne,4-Nov,72600,-0.14,789,162350310,15
Jason Bourne,11-Nov,47540,-0.35,679,162397850,16
Jason Bourne,18-Nov,19710,-0.59,563,162417560,17
Jason Bourne,25-Nov,7865,-0.6,492,162425425,18
Jason Bourne,2-Dec,4970,-0.37,497,162430395,19
Jason Bourne,9-Dec,2620,-0.47,374,162433015,20
Jason Bourne,16-Dec,1395,-0.47,349,162434410,21
Lion,25-Nov,159148,-,39787,159148,1
Lion,2-Dec,163042,0.02,23292,322190,2
Lion,9-Dec,248884,0.53,16592,571074,3
Lion,16-Dec,282359,0.14,5328,853433,4
Lion,23-Dec,2979070,9.55,5958,3832503,5
Lion,30-Dec,3960216,0.33,7543,7792719,6
Lion,6-Jan,3249885,-0.18,5416,11042604,7
Lion,13-Jan,3539926,0.09,6156,14582530,8
Lion,20-Jan,2787342,-0.21,4848,17369872,9
Lion,27-Jan,3335802,0.2,5801,20705674,10
Lion,3-Feb,5580048,0.67,3972,26285722,11
Lion,10-Feb,5969761,0.07,4465,32255483,12
Lion,17-Feb,6752854,0.13,4379,39008337,13
Lion,24-Feb,5382213,-0.2,2987,44390550,14
Lion,3-Mar,2932895,-0.46,2328,47323445,15
Lion,10-Mar,1943169,-0.34,2024,49266614,16
Lion,17-Mar,1075226,-0.45,1731,50341840,17
Lion,24-Mar,577212,-0.46,1804,50919052,18
Lion,31-Mar,289131,-0.5,1652,51208183,19
Lion,7-Apr,231043,-0.2,1138,51439226,20
Lion,14-Apr,132644,-0.43,902,51571870,21
Lion,21-Apr,74628,-0.44,910,51646498,22
Lion,28-Apr,82233,0.1,1265,51728731,23
Lion,5-May,10174,-0.88,727,51738905,24
Arrival,11-Nov,31570799,-,13626,31570799,1
Arrival,18-Nov,19536764,-0.38,8000,51107563,2
Arrival,25-Nov,14670951,-0.25,6008,65778514,3
Arrival,2-Dec,10073194,-0.31,3456,75851708,4
Arrival,9-Dec,7841659,-0.22,2517,83693367,5
Arrival,16-Dec,4608991,-0.41,4225,88302358,6
Arrival,23-Dec,2529974,-0.45,5548,90832332,7
Arrival,30-Dec,2430190,-0.04,4459,93262522,8
Arrival,6-Jan,1258058,-0.48,3302,94520580,9
Arrival,13-Jan,829052,-0.34,3356,95349632,10
Arrival,20-Jan,505567,-0.39,2809,95855199,11
Arrival,27-Jan,1986436,2.93,1627,97841635,12
Arrival,3-Feb,1116100,-0.44,1629,98957735,13
Arrival,10-Feb,644535,-0.42,2378,99602270,14
Arrival,17-Feb,488193,-0.24,1102,100090463,15
Arrival,24-Feb,322315,-0.34,728,100412778,16
Arrival,3-Mar,133361,-0.59,1688,100546139,17
Gold,27-Jan,4771465,-,2203,4771465,1
Gold,3-Feb,2101608,-0.56,970,6873073,2
Gold,10-Feb,225806,-0.89,1050,7098879,3
Gold,17-Feb,82427,-0.64,770,7181306,4
Gold,24-Feb,33283,-0.6,812,7214589,5
Gold,3-Mar,12449,-0.63,593,7227038,6
Manchester by the Sea,18-Nov,401639,-,100410,401639,1
Manchester by the Sea,25-Nov,1658304,3.13,34548,2059943,2
Manchester by the Sea,2-Dec,3110258,0.88,19938,5170201,3
Manchester by the Sea,9-Dec,4690104,0.51,12814,9860305,4
Manchester by the Sea,16-Dec,6854811,0.46,5684,16715116,5
Manchester by the Sea,23-Dec,7509535,0.1,6191,24224651,6
Manchester by the Sea,30-Dec,7115706,-0.05,5900,31340357,7
Manchester by the Sea,6-Jan,4053493,-0.43,3835,35161778,8
Manchester by the Sea,13-Jan,2554646,-0.37,3519,37948496,9
Manchester by the Sea,20-Jan,1565643,-0.39,2883,39514139,10
Manchester by the Sea,27-Jan,2960674,0.89,2535,42474813,11
Manchester by the Sea,3-Feb,1925175,-0.35,1977,44399988,12
Manchester by the Sea,10-Feb,1080284,-0.44,2379,45480272,13
Manchester by the Sea,17-Feb,914141,-0.15,2326,46394413,14
Manchester by the Sea,24-Feb,690019,-0.25,1738,47084432,15
Manchester by the Sea,3-Mar,380330,-0.45,983,47464762,16
Manchester by the Sea,10-Mar,128077,-0.66,1133,47592839,17
Manchester by the Sea,17-Mar,54655,-0.57,1163,47647494,18
Manchester by the Sea,24-Mar,26049,-0.52,1133,47673543,19
Manchester by the Sea,31-Mar,6025,-0.77,603,47682331,20
Manchester by the Sea,7-Apr,12670,1.1,1810,47692238,21
Manchester by the Sea,14-Apr,2464,-0.81,1232,47694702,22
Manchester by the Sea,21-Apr,669,-0.73,335,47695371,23
Trolls,4-Nov,58964315,-,14523,58964315,1
Trolls,11-Nov,39750218,-0.33,9776,98714533,2
Trolls,18-Nov,26043909,-0.35,7710,124758442,3
Trolls,25-Nov,12013003,-0.54,3616,136771445,4
Trolls,2-Dec,5608559,-0.53,1777,142380004,5
Trolls,9-Dec,3675933,-0.35,1319,146055937,6
Trolls,16-Dec,2210221,-0.4,4210,148266158,7
Trolls,23-Dec,1400470,-0.37,2807,149666628,8
Trolls,30-Dec,1180899,-0.16,2825,150847527,9
Trolls,6-Jan,555164,-0.53,1672,151402691,10
Trolls,13-Jan,639148,0.15,2439,152041839,11
Trolls,20-Jan,410995,-0.36,1691,152452834,12
Trolls,27-Jan,350366,-0.15,1517,152803200,13
Trolls,3-Feb,279210,-0.2,1275,153082410,14
Trolls,10-Feb,203613,-0.27,1095,153286023,15
Trolls,17-Feb,139172,-0.32,748,153425195,16
Trolls,24-Feb,70795,-0.49,722,153495990,17
Trolls,3-Mar,46562,-0.34,685,153542552,18
Trolls,10-Mar,107096,1.3,1785,153649648,19
Trolls,17-Mar,35252,-0.67,511,153684900,20
Trolls,24-Mar,22164,-0.37,1055,153707064,21
Independence Day: Resurgence ,24-Jun,56157073,-,13597,56157073,1
Independence Day: Resurgence ,1-Jul,27638509,-0.51,6756,83795582,2
Independence Day: Resurgence ,8-Jul,11270861,-0.59,3682,95066443,3
Independence Day: Resurgence ,15-Jul,5257882,-0.53,2296,100324325,4
Independence Day: Resurgence ,22-Jul,1346315,-0.74,2286,101670640,5
Independence Day: Resurgence ,29-Jul,459312,-0.66,2023,102129952,6
Independence Day: Resurgence ,5-Aug,277005,-0.4,1679,102406957,7
Independence Day: Resurgence ,12-Aug,227623,-0.18,1459,102634580,8
Independence Day: Resurgence ,19-Aug,172907,-0.24,1108,102807487,9
Independence Day: Resurgence ,26-Aug,91566,-0.47,818,102899053,10
Independence Day: Resurgence ,2-Sep,221482,1.42,566,103120535,11
Independence Day: Resurgence ,9-Sep,23751,-0.89,566,103144286,12
Dead Awake,12-May,11528,-,961,11528,1
Bad Moms,29-Jul,36846830,-,11461,36846830,1
Bad Moms,5-Aug,23164463,-0.37,7205,60011293,2
Bad Moms,12-Aug,17721135,-0.24,5559,77732428,3
Bad Moms,19-Aug,11960807,-0.33,4255,89693235,4
Bad Moms,26-Aug,8093959,-0.32,3156,97787194,5
Bad Moms,2-Sep,6909072,-0.15,2996,104696266,6
Bad Moms,9-Sep,3548662,-0.49,1880,108244928,7
Bad Moms,16-Sep,2427624,-0.32,1634,110672552,8
