Movie_Name,Date,Weekly_Gross,Percentage_Change,Avg,Gross_to_Date,Week_Number
Snow White and the Huntsman,17-Aug,309955.00,-0.28,1270.00,154762030.00,12.00
Snow White and the Huntsman,24-Aug,215395.00,-0.31,1110.00,154977395.00,13.00
Snow White and the Huntsman,31-Aug,159360.00,-0.26,1114.00,155136755.00,14.00
Pan,9-Oct,19878183.00,-,5655.00,19878183.00,1.00
Pan,16-Oct,7403511.00,-0.63,2106.00,27281694.00,2.00
Pan,23-Oct,3364038.00,-0.55,1730.00,30645732.00,3.00
Pan,30-Oct,1725618.00,-0.49,1490.00,32371350.00,4.00
Pan,6-Nov,859790.00,-0.50,1693.00,33231140.00,5.00
Pan,13-Nov,455814.00,-0.47,1256.00,33686954.00,6.00
Pan,20-Nov,544184.00,0.19,1491.00,34231138.00,7.00
Pan,27-Nov,353239.00,-0.35,1227.00,34584377.00,8.00
Pan,4-Dec,187367.00,-0.47,781.00,34771744.00,9.00
Pan,11-Dec,144010.00,-0.23,713.00,34915754.00,10.00
Pan,18-Dec,98653.00,-0.32,645.00,35014407.00,11.00
Pan,25-Dec,43050.00,-0.56,769.00,35057457.00,12.00
Pan,1-Jan,30863.00,-0.28,551.00,35088320.00,13.00
Transformers: Dark of the Moon,24-Jun,64765347.00,-,16147.00,64765347.00,0.00
Transformers: Dark of the Moon,1-Jul,149210077.00,1.30,36500.00,213975424.00,1.00
Transformers: Dark of the Moon,8-Jul,67574828.00,-0.55,16530.00,281550252.00,2.00
Transformers: Dark of the Moon,15-Jul,32239198.00,-0.52,8231.00,313789450.00,3.00
Transformers: Dark of the Moon,22-Jul,18131964.00,-0.44,5372.00,331921414.00,4.00
Transformers: Dark of the Moon,29-Jul,9236927.00,-0.49,3547.00,341158341.00,5.00
Transformers: Dark of the Moon,5-Aug,4725827.00,-0.49,2549.00,345884168.00,6.00
Transformers: Dark of the Moon,12-Aug,2049562.00,-0.57,2313.00,347933730.00,7.00
Transformers: Dark of the Moon,19-Aug,883225.00,-0.57,1825.00,348816955.00,8.00
Transformers: Dark of the Moon,26-Aug,942789.00,0.07,1820.00,349759744.00,9.00
Transformers: Dark of the Moon,2-Sep,865395.00,-0.08,2041.00,350625139.00,10.00
Transformers: Dark of the Moon,9-Sep,237640.00,-0.73,1343.00,350862779.00,11.00
Transformers: Dark of the Moon,16-Sep,638760.00,1.69,2087.00,351501539.00,12.00
Transformers: Dark of the Moon,23-Sep,519839.00,-0.19,2071.00,352021378.00,13.00
Transformers: Dark of the Moon,30-Sep,254500.00,-0.51,1224.00,352275878.00,14.00
Transformers: Dark of the Moon,7-Oct,114665.00,-0.55,802.00,352390543.00,15.00
Juno,30-Nov,111286.00,-,15898.00,111286.00,0.00
Juno,7-Dec,614660.00,4.52,87809.00,725946.00,1.00
Juno,14-Dec,2258730.00,2.68,56468.00,2984676.00,2.00
Juno,21-Dec,12396542.00,4.49,12421.00,15381218.00,3.00
Juno,28-Dec,20425624.00,0.65,20045.00,35806842.00,4.00
Juno,4-Jan,21442954.00,0.05,11139.00,57249796.00,5.00
Juno,11-Jan,17876737.00,-0.17,7303.00,75126533.00,6.00
Juno,18-Jan,14735944.00,-0.18,5815.00,89862477.00,7.00
Juno,25-Jan,12950973.00,-0.12,5338.00,102813450.00,8.00
Juno,1-Feb,9091508.00,-0.30,3673.00,111904958.00,9.00
Juno,8-Feb,7559831.00,-0.17,4060.00,119464789.00,10.00
Juno,15-Feb,6812657.00,-0.10,3653.00,126277446.00,11.00
Juno,22-Feb,5507092.00,-0.19,3189.00,131784538.00,12.00
Juno,Feb-29,4184613.00,-0.24,2566.00,135969151.00,13.00
Juno,7-Mar,2650320.00,-0.37,1963.00,138619471.00,14.00
Juno,14-Mar,1709808.00,-0.36,2021.00,140329279.00,15.00
Juno,21-Mar,1161847.00,-0.32,1927.00,141491126.00,16.00
Juno,28-Mar,660764.00,-0.43,1488.00,142151890.00,17.00
Juno,4-Apr,555618.00,-0.16,1257.00,142707508.00,18.00
Juno,11-Apr,394527.00,-0.29,1221.00,143102035.00,19.00
Juno,18-Apr,204858.00,-0.48,891.00,143306893.00,20.00
Juno,25-Apr,103446.00,-0.50,655.00,143410339.00,21.00
Juno,2-May,31215.00,-0.70,440.00,143441554.00,22.00
Juno,9-May,9000.00,-0.71,333.00,143450554.00,23.00
Juno,16-May,4364.00,-0.52,485.00,143454918.00,24.00
Juno,23-May,12828.00,1.94,855.00,143467746.00,25.00
Juno,30-May,11445.00,-0.11,763.00,143479191.00,26.00
Juno,6-Jun,10023.00,-0.12,835.00,143489214.00,27.00
Juno,13-Jun,6051.00,-0.40,1009.00,143495265.00,28.00
A Hologram for the King,22-Apr,1621414.00,-,4043.00,1621414.00,1.00
A Hologram for the King,29-Apr,1300895.00,-0.20,2487.00,2922309.00,2.00
A Hologram for the King,6-May,716612.00,-0.45,1792.00,3638921.00,3.00
A Hologram for the King,13-May,351691.00,-0.51,1016.00,3990612.00,4.00
A Hologram for the King,20-May,98475.00,-0.72,714.00,4089087.00,5.00
A Hologram for the King,27-May,40013.00,-0.59,1053.00,4129100.00,6.00
A Hologram for the King,3-Jun,24986.00,-0.38,925.00,4154086.00,7.00
A Hologram for the King,10-Jun,17259.00,-0.31,1015.00,4171345.00,8.00
A Hologram for the King,17-Jun,17999.00,0.04,1125.00,4189344.00,9.00
A Hologram for the King,24-Jun,13851.00,-0.23,989.00,4203195.00,10.00
A Hologram for the King,1-Jul,9299.00,-0.33,1550.00,4212494.00,11.00
Money Monster,13-May,20023647.00,-,6451.00,20023647.00,1.00
Money Monster,20-May,9628579.00,-0.52,3102.00,29652226.00,2.00
Money Monster,27-May,6787184.00,-0.30,2932.00,36439410.00,3.00
Money Monster,3-Jun,2629260.00,-0.61,1987.00,39068670.00,4.00
Money Monster,10-Jun,1018891.00,-0.61,1394.00,40087561.00,5.00
Money Monster,17-Jun,350003.00,-0.66,1224.00,40437564.00,6.00
Money Monster,24-Jun,163508.00,-0.53,1248.00,40601072.00,7.00
Money Monster,1-Jul,200884.00,0.23,1168.00,40801956.00,8.00
Money Monster,8-Jul,121295.00,-0.40,860.00,40923251.00,9.00
Money Monster,15-Jul,56457.00,-0.54,642.00,40979708.00,10.00
Money Monster,22-Jul,20362.00,-0.64,702.00,41000070.00,11.00
Money Monster,29-Jul,12005.00,-0.41,858.00,41012075.00,12.00
The Other Woman,25-Apr,33145472.00,-,10342.00,33145472.00,1.00
The Other Woman,2-May,19334571.00,-0.42,5971.00,52480043.00,2.00
The Other Woman,9-May,12884150.00,-0.33,3897.00,65364193.00,3.00
The Other Woman,16-May,8734229.00,-0.32,2860.00,74098422.00,4.00
The Other Woman,23-May,5588726.00,-0.36,2595.00,79687148.00,5.00
The Other Woman,30-May,2038671.00,-0.64,1830.00,81725819.00,6.00
The Other Woman,6-Jun,762797.00,-0.63,1560.00,82488616.00,7.00
The Other Woman,13-Jun,385381.00,-0.50,1579.00,82873997.00,8.00
The Other Woman,20-Jun,368110.00,-0.05,1594.00,83242107.00,9.00
The Other Woman,27-Jun,264500.00,-0.28,1356.00,83506607.00,10.00
The Other Woman,4-Jul,170506.00,-0.36,1201.00,83677113.00,11.00
The Other Woman,11-Jul,108102.00,-0.37,1126.00,83785215.00,12.00
The Other Woman,18-Jul,60048.00,-0.45,1001.00,83845263.00,13.00
The Other Woman,25-Jul,36909.00,-0.39,946.00,83882172.00,14.00
The Other Woman,1-Aug,17478.00,-0.53,794.00,83899650.00,15.00
The Other Woman,8-Aug,11543.00,-0.34,825.00,83911193.00,16.00
Enchanted,16-Nov,14619964.00,-,4025.00,14619964.00,0.00
Enchanted,23-Nov,38977036.00,1.67,10450.00,53597000.00,1.00
Enchanted,30-Nov,19561906.00,-0.50,5244.00,73158906.00,2.00
Enchanted,7-Dec,13108397.00,-0.33,3724.00,86267303.00,3.00
Enchanted,14-Dec,7931090.00,-0.40,2587.00,94198393.00,4.00
Enchanted,21-Dec,9950377.00,0.26,4468.00,104148770.00,5.00
Enchanted,28-Dec,11864647.00,0.19,5245.00,116013417.00,6.00
Enchanted,4-Jan,4573421.00,-0.62,2367.00,120586838.00,7.00
Enchanted,11-Jan,2207904.00,-0.52,1838.00,122794742.00,8.00
Enchanted,18-Jan,1647854.00,-0.25,2148.00,124442596.00,9.00
Enchanted,25-Jan,615661.00,-0.63,1633.00,125058257.00,10.00
Enchanted,1-Feb,431907.00,-0.30,1532.00,125490164.00,11.00
Enchanted,8-Feb,355216.00,-0.18,1572.00,125845380.00,12.00
Enchanted,15-Feb,741902.00,1.09,1902.00,126587282.00,13.00
Enchanted,22-Feb,486969.00,-0.34,1395.00,127074251.00,14.00
Enchanted,Feb-29,407392.00,-0.16,1238.00,127481643.00,15.00
Enchanted,7-Mar,325619.00,-0.20,1068.00,127807262.00,16.00
The Intern,25-Sep,24903892.00,-,7535.00,24903892.00,1.00
The Intern,2-Oct,16010155.00,-0.36,4822.00,40914047.00,2.00
The Intern,9-Oct,12411935.00,-0.23,3850.00,53325982.00,3.00
The Intern,16-Oct,7521900.00,-0.39,2779.00,60847882.00,4.00
The Intern,23-Oct,5306862.00,-0.29,2575.00,66154744.00,5.00
The Intern,30-Oct,3442507.00,-0.35,2263.00,69597251.00,6.00
The Intern,6-Nov,2550491.00,-0.26,2381.00,72147742.00,7.00
The Intern,13-Nov,1598935.00,-0.37,1870.00,73746677.00,8.00
The Intern,20-Nov,612043.00,-0.62,1191.00,74358720.00,9.00
The Intern,27-Nov,298860.00,-0.51,1272.00,74657580.00,10.00
The Intern,4-Dec,182652.00,-0.39,904.00,74840232.00,11.00
The Intern,11-Dec,303559.00,0.66,1009.00,75143791.00,12.00
The Intern,18-Dec,221830.00,-0.27,956.00,75365621.00,13.00
The Intern,25-Dec,209265.00,-0.06,1386.00,75574886.00,14.00
The Intern,1-Jan,189786.00,-0.09,1257.00,75764672.00,15.00
Little Miss Sunshine,21-Jul,128014.00,-,18288.00,128014.00,0.00
Little Miss Sunshine,28-Jul,610168.00,3.77,87167.00,738182.00,1.00
Little Miss Sunshine,4-Aug,2301503.00,2.77,39681.00,3039685.00,2.00
Little Miss Sunshine,11-Aug,4041529.00,0.76,26415.00,7081214.00,3.00
Little Miss Sunshine,18-Aug,8442780.00,1.09,12218.00,15523994.00,4.00
Little Miss Sunshine,25-Aug,10583981.00,0.25,7401.00,26107975.00,5.00
Little Miss Sunshine,1-Sep,11113353.00,0.05,6937.00,37221328.00,6.00
Little Miss Sunshine,8-Sep,5819127.00,-0.48,3730.00,43040455.00,7.00
Little Miss Sunshine,15-Sep,4424608.00,-0.24,3081.00,47465063.00,8.00
Little Miss Sunshine,22-Sep,3676855.00,-0.17,2657.00,51141918.00,9.00
Little Miss Sunshine,29-Sep,2589381.00,-0.30,2431.00,53731299.00,10.00
Little Miss Sunshine,6-Oct,1759184.00,-0.32,2135.00,55490483.00,11.00
Little Miss Sunshine,13-Oct,1176938.00,-0.33,2331.00,56667421.00,12.00
Little Miss Sunshine,20-Oct,731612.00,-0.38,1993.00,57399033.00,13.00
Little Miss Sunshine,27-Oct,545357.00,-0.26,1699.00,57944390.00,14.00
Little Miss Sunshine,3-Nov,435014.00,-0.20,1908.00,58379404.00,15.00
Little Miss Sunshine,10-Nov,270442.00,-0.38,1680.00,58649846.00,16.00
Little Miss Sunshine,17-Nov,164822.00,-0.39,1616.00,58814668.00,17.00
Little Miss Sunshine,24-Nov,163901.00,-0.01,1438.00,58978569.00,18.00
Little Miss Sunshine,1-Dec,155862.00,-0.05,1146.00,59134431.00,19.00
Little Miss Sunshine,8-Dec,123272.00,-0.21,1027.00,59257703.00,20.00
Little Miss Sunshine,15-Dec,101039.00,-0.18,1064.00,59358742.00,21.00
Little Miss Sunshine,22-Dec,86882.00,-0.14,1379.00,59445624.00,22.00
Little Miss Sunshine,29-Dec,74574.00,-0.14,1332.00,59520198.00,23.00
Little Miss Sunshine,5-Jan,39304.00,-0.47,1008.00,59559502.00,24.00
Little Miss Sunshine,12-Jan,25209.00,-0.36,970.00,59584711.00,25.00
Little Miss Sunshine,19-Jan,17534.00,-0.30,1031.00,59602245.00,26.00
Little Miss Sunshine,26-Jan,39771.00,1.27,1473.00,59642016.00,27.00
Little Miss Sunshine,2-Feb,48599.00,0.22,1185.00,59690615.00,28.00
Little Miss Sunshine,9-Feb,42929.00,-0.12,1301.00,59733544.00,29.00
Little Miss Sunshine,16-Feb,32464.00,-0.24,1411.00,59766008.00,30.00
Little Miss Sunshine,23-Feb,75930.00,1.34,2449.00,59841938.00,31.00
Little Miss Sunshine,2-Mar,21319.00,-0.72,888.00,59863257.00,32.00
Little Miss Sunshine,9-Mar,22427.00,0.05,1180.00,59885684.00,33.00
Little Miss Sunshine,16-Mar,4019.00,-0.82,804.00,59889703.00,34.00
Little Miss Sunshine,23-Mar,1395.00,-0.65,1395.00,59891098.00,35.00
Bleed for This,18-Nov,3303704.00,-,2133.00,3303704.00,1.00
Bleed for This,25-Nov,1248486.00,-0.62,806.00,4552190.00,2.00
Bleed for This,2-Dec,430929.00,-0.66,664.00,4983119.00,3.00
Bleed for This,9-Dec,100787.00,-0.77,480.00,5083906.00,4.00
Clash of the Titans,26-Mar,2655005.00,-,885.00,2655005.00,0.00
Clash of the Titans,2-Apr,80938310.00,29.49,21429.00,83593315.00,1.00
Clash of the Titans,9-Apr,33621414.00,-0.59,8843.00,117214729.00,2.00
Clash of the Titans,16-Apr,19424648.00,-0.42,5176.00,136639377.00,3.00
Clash of the Titans,23-Apr,11416328.00,-0.41,3490.00,148055705.00,4.00
Clash of the Titans,30-Apr,7447321.00,-0.35,2721.00,155503026.00,5.00
Clash of the Titans,7-May,3393325.00,-0.54,1573.00,158896351.00,6.00
Clash of the Titans,14-May,1703231.00,-0.50,1310.00,160599582.00,7.00
Clash of the Titans,21-May,501213.00,-0.71,1612.00,161100795.00,8.00
Clash of the Titans,28-May,339295.00,-0.32,1508.00,161440090.00,9.00
Clash of the Titans,4-Jun,189030.00,-0.44,1411.00,161629120.00,10.00
Clash of the Titans,11-Jun,507144.00,1.68,1523.00,162136264.00,11.00
Clash of the Titans,18-Jun,396961.00,-0.22,1487.00,162533225.00,12.00
Clash of the Titans,25-Jun,267848.00,-0.33,1240.00,162801073.00,13.00
Clash of the Titans,2-Jul,217267.00,-0.19,1242.00,163018340.00,14.00
Clash of the Titans,9-Jul,138782.00,-0.36,1068.00,163157122.00,15.00
Clash of the Titans,16-Jul,57766.00,-0.58,862.00,163214888.00,16.00
The Finest Hours,29-Jan,13665660.00,-,4348.00,13665660.00,1.00
The Finest Hours,5-Feb,6862186.00,-0.50,2183.00,20527846.00,2.00
The Finest Hours,12-Feb,3935423.00,-0.43,2194.00,24463269.00,3.00
The Finest Hours,19-Feb,1456590.00,-0.63,1540.00,25919859.00,4.00
The Finest Hours,26-Feb,586822.00,-0.60,1157.00,26506681.00,5.00
The Finest Hours,4-Mar,345618.00,-0.41,1585.00,26852299.00,6.00
The Finest Hours,11-Mar,248819.00,-0.28,1752.00,27101118.00,7.00
The Finest Hours,18-Mar,264837.00,0.06,1505.00,27365955.00,8.00
The Finest Hours,25-Mar,132626.00,-0.50,1078.00,27498581.00,9.00
The Finest Hours,1-Apr,70977.00,-0.47,876.00,27569558.00,10.00
Tron Legacy,17-Dec,68222205.00,-,19769.00,68222205.00,1.00
Tron Legacy,24-Dec,44325666.00,-0.35,12844.00,112547871.00,2.00
Tron Legacy,31-Dec,25574547.00,-0.42,7600.00,138122418.00,3.00
Tron Legacy,7-Jan,13116178.00,-0.49,4353.00,151238596.00,4.00
Tron Legacy,14-Jan,8320894.00,-0.37,3412.00,159559490.00,5.00
Tron Legacy,21-Jan,4643597.00,-0.44,2301.00,164203087.00,6.00
Tron Legacy,28-Jan,3191160.00,-0.31,2120.00,167394247.00,7.00
Tron Legacy,4-Feb,1805109.00,-0.43,1736.00,169199356.00,8.00
Tron Legacy,11-Feb,789932.00,-0.56,2170.00,169989288.00,9.00
Tron Legacy,18-Feb,680193.00,-0.14,2180.00,170669481.00,10.00
Tron Legacy,25-Feb,450435.00,-0.34,1632.00,171119916.00,11.00
Tron Legacy,4-Mar,329711.00,-0.27,1380.00,171449637.00,12.00
Tron Legacy,11-Mar,225527.00,-0.32,1334.00,171675164.00,13.00
Tron Legacy,18-Mar,145061.00,-0.36,1395.00,171820225.00,14.00
Tron Legacy,25-Mar,113712.00,-0.22,1439.00,171933937.00,15.00
Tron Legacy,1-Apr,89334.00,-0.21,1418.00,172023271.00,16.00
Tron Legacy,8-Apr,39492.00,-0.56,1362.00,172062763.00,17.00
The Hunger Games: Catching Fire,22-Nov,222116056.00,-,53355.00,222116056.00,1.00
The Hunger Games: Catching Fire,29-Nov,87548900.00,-0.61,21030.00,309664956.00,2.00
The Hunger Games: Catching Fire,6-Dec,34167041.00,-0.61,8207.00,343831997.00,3.00
The Hunger Games: Catching Fire,13-Dec,19121799.00,-0.44,5367.00,362953796.00,4.00
The Hunger Games: Catching Fire,20-Dec,17970047.00,-0.06,7796.00,380923843.00,5.00
The Hunger Games: Catching Fire,27-Dec,19164547.00,0.07,8278.00,400088390.00,6.00
The Hunger Games: Catching Fire,3-Jan,9304261.00,-0.52,4342.00,409392651.00,7.00
The Hunger Games: Catching Fire,10-Jan,5607141.00,-0.40,3182.00,414999792.00,8.00
The Hunger Games: Catching Fire,17-Jan,3482176.00,-0.38,2622.00,418481968.00,9.00
The Hunger Games: Catching Fire,24-Jan,1986576.00,-0.43,1890.00,420468544.00,10.00
The Hunger Games: Catching Fire,31-Jan,1282241.00,-0.36,1560.00,421750785.00,11.00
The Hunger Games: Catching Fire,7-Feb,825034.00,-0.36,1560.00,422575819.00,12.00
The Hunger Games: Catching Fire,14-Feb,731697.00,-0.11,2244.00,423307516.00,13.00
The Hunger Games: Catching Fire,21-Feb,411908.00,-0.44,1716.00,423719424.00,14.00
The Hunger Games: Catching Fire,28-Feb,250419.00,-0.39,1265.00,423969843.00,15.00
The Hunger Games: Catching Fire,7-Mar,164038.00,-0.35,1233.00,424133881.00,16.00
The Hunger Games: Catching Fire,14-Mar,283699.00,0.73,1059.00,424417580.00,17.00
The Hunger Games: Catching Fire,21-Mar,164474.00,-0.42,779.00,424582054.00,18.00
The Hunger Games: Catching Fire,28-Mar,85993.00,-0.48,544.00,424668047.00,19.00
All Good Things,3-Dec,51441.00,-,25721.00,51441.00,1.00
All Good Things,10-Dec,91402.00,0.78,4570.00,142843.00,2.00
All Good Things,17-Dec,88007.00,-0.04,2514.00,230850.00,3.00
All Good Things,24-Dec,62114.00,-0.29,2070.00,292964.00,4.00
All Good Things,31-Dec,45001.00,-0.28,2250.00,337965.00,5.00
All Good Things,7-Jan,60187.00,0.34,2006.00,398152.00,6.00
All Good Things,14-Jan,37566.00,-0.38,1295.00,435718.00,7.00
All Good Things,21-Jan,47611.00,0.27,1700.00,483329.00,8.00
All Good Things,28-Jan,29306.00,-0.38,1274.00,512635.00,9.00
All Good Things,4-Feb,15229.00,-0.48,1015.00,527864.00,10.00
All Good Things,11-Feb,5816.00,-0.62,1454.00,533680.00,11.00
All Good Things,18-Feb,6033.00,0.04,1508.00,539713.00,12.00
All Good Things,25-Feb,4523.00,-0.25,1131.00,544236.00,13.00
All Good Things,4-Mar,5965.00,0.32,1193.00,550201.00,14.00
All Good Things,11-Mar,9577.00,0.61,2394.00,559778.00,15.00
All Good Things,18-Mar,10100.00,0.06,1683.00,569878.00,16.00
All Good Things,25-Mar,5633.00,-0.44,939.00,575511.00,17.00
All Good Things,1-Apr,6513.00,0.16,2171.00,582024.00,18.00
The Last Airbender,25-Jun,17511097.00,-,5526.00,17511097.00,0.00
The Last Airbender,2-Jul,65566189.00,2.74,20690.00,83077286.00,1.00
The Last Airbender,9-Jul,24306168.00,-0.63,7589.00,107383454.00,2.00
The Last Airbender,16-Jul,11708315.00,-0.52,4174.00,119091769.00,3.00
The Last Airbender,23-Jul,6386508.00,-0.46,3003.00,125478277.00,4.00
The Last Airbender,30-Jul,2788090.00,-0.56,2252.00,128266367.00,5.00
The Last Airbender,6-Aug,1078438.00,-0.61,1688.00,129344805.00,6.00
The Last Airbender,13-Aug,552242.00,-0.49,1517.00,129897047.00,7.00
The Last Airbender,20-Aug,274455.00,-0.50,1231.00,130171502.00,8.00
The Last Airbender,27-Aug,565429.00,1.06,1848.00,130736931.00,9.00
The Last Airbender,3-Sep,477855.00,-0.16,1927.00,131214786.00,10.00
The Last Airbender,10-Sep,231840.00,-0.52,1054.00,131446626.00,11.00
The Last Airbender,17-Sep,154436.00,-0.33,888.00,131601062.00,12.00
Sex Tape,18-Jul,20901532.00,-,6826.00,20901532.00,1.00
Sex Tape,25-Jul,9456932.00,-0.55,3088.00,30358464.00,2.00
Sex Tape,1-Aug,5424234.00,-0.43,2170.00,35782698.00,3.00
Sex Tape,8-Aug,1656682.00,-0.70,2260.00,37439380.00,4.00
Sex Tape,15-Aug,502514.00,-0.70,1585.00,37941894.00,5.00
Sex Tape,22-Aug,127354.00,-0.75,1147.00,38069248.00,6.00
Sex Tape,29-Aug,130825.00,0.03,1677.00,38200073.00,7.00
Sex Tape,5-Sep,82792.00,-0.37,1061.00,38282865.00,8.00
Sex Tape,12-Sep,183184.00,1.21,985.00,38466049.00,9.00
What to Expect When You're Expecting,18-May,15021248.00,-,4972.00,15021248.00,1.00
What to Expect When You're Expecting,25-May,11272111.00,-0.25,3731.00,26293359.00,2.00
What to Expect When You're Expecting,1-Jun,6742013.00,-0.40,2319.00,33035372.00,3.00
What to Expect When You're Expecting,8-Jun,4400629.00,-0.35,2109.00,37436001.00,4.00
What to Expect When You're Expecting,15-Jun,1997650.00,-0.55,1643.00,39433651.00,5.00
What to Expect When You're Expecting,22-Jun,567036.00,-0.72,1380.00,40000687.00,6.00
What to Expect When You're Expecting,29-Jun,211602.00,-0.63,1042.00,40212289.00,7.00
What to Expect When You're Expecting,6-Jul,341361.00,0.61,1446.00,40553650.00,8.00
